1552185910,12.65,9.38
1552185951,19.84,29.29
1552186173,17.61,25.25
1552187663,17.61,25.25
1552189422,17.61,25.25
1552189548,20.94,21.93
1552189676,7.06,31.51
1552189806,17.61,25.25
1552189898,17.61,25.25
1552190195,17.62,23.14
1552190541,17.61,25.25
1552190993,41.37,29.22
1552191100,22,23.07
1552192524,17.61,25.25
1552192553,24.54,21.46
1552192604,11.01,9.38
1552193659,7.06,31.51
1552193869,11.01,9.38
1552194276,17.61,25.25
1552194851,41.37,29.22
1552195756,41.37,29.22
1552196185,17.61,25.25
1552196216,19.54,24.25
1552196483,17.61,25.25
1552197330,17.61,25.25
1552197566,23.96,21.46
1552198028,17.61,25.25
1552199571,24.54,21.46
